STN_CODE,SAMPLING_DATE,STATE,CITYTOWNVILLAGEAREA,LOCATION_OF_MONITORING_STATION,NO2,RSPM/PM10
149,8/3/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",9,60
149,12/3/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",18,27
149,18/03/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",17,39
149,20/03/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",20,36
149,22/03/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",17,28
149,25/03/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",24,32
149,27/03/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",5,34
149,8/4/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",9,21
149,11/4/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",8,43
149,15/04/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",8,53
149,17/04/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",10,45
149,19/04/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",11,59
149,21/04/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",9,27
149,23/04/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",19,25
149,26/04/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",14,21
149,28/04/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",17,17
149,30/04/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",13,32
149,3/5/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",16,22
149,5/5/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",14,33
149,12/5/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",16,41
149,14/05/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",10,34
149,17/05/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",28,56
149,20/05/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",9,29
149,22/05/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",9,27
149,24/05/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",16,16
149,26/05/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",8,59
149,29/05/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",16,18
149,2/6/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",8,24
149,4/6/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",9,26
149,7/6/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",16,37
149,9/6/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",11,32
149,11/6/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",13,29
149,13/06/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",15,55
149,16/06/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",18,17
149,19/06/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",29,30
149,22/06/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",25,45
149,25/06/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",13,22
149,3/7/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",18,50
149,6/7/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",19,26
149,8/7/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",13,28
149,9/7/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",13,31
149,12/7/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",12,27
149,16/07/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",13,33
149,19/07/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",13,33
149,21/07/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",13,25
149,24/07/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",16,19
149,26/07/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",14,34
149,5/8/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",20,25
149,8/8/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",30,34
149,11/8/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",26,31
149,13/08/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",15,26
149,17/08/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",16,32
149,19/08/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",15,28
149,21/08/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",18,28
149,23/08/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",34,27
149,25/08/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",28,33
149,30/08/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",25,26
149,2/9/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",24,20
149,6/9/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",22,30
149,9/9/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",27,24
149,13/09/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",17,21
149,15/09/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",24,20
149,20/09/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",29,20
149,24/09/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",21,26
149,25/09/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",27,34
149,27/09/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",21,36
149,28/09/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",20,27
149,1/10/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",32,69
149,4/10/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",26,69
149,6/10/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",20,62
149,11/10/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",18,42
149,14/10/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",27,27
149,20/10/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",32,36
149,23/10/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",20,57
149,25/10/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",16,37
149,27/10/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",21,43
149,30/10/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",17,24
149,2/11/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",31,55
149,9/11/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",34,38
149,12/11/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",32,28
149,18/11/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",54,27
149,20/11/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",28,30
149,22/11/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",45,65
149,24/11/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",20,19
149,26/11/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",31,57
149,27/11/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",41,27
149,29/11/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",30,38
149,2/12/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",10,29
149,4/12/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",38,37
149,6/12/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",21,26
149,10/12/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",71,36
149,12/12/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",58,24
149,15/12/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",14,22
149,17/12/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",27,56
149,20/12/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",49,41
149,22/12/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",57,46
149,29/12/2015,Kerala,Kochi,"FACT Udyogmandal, Ambalamughal, Kochi",71,31
181,5/1/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,55
181,8/1/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,51
181,12/1/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,51
181,15/01/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,51
181,19/01/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,54
181,22/01/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,52
181,24/01/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,54
181,29/01/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,55
181,31/01/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,54
181,3/2/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,55
181,6/2/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,52
181,9/2/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,52
181,12/2/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,53
181,16/02/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,54
181,19/02/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,54
181,23/02/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,57
181,26/02/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,56
181,28/02/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,56
181,2/3/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,59
181,9/3/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",28,55
181,12/3/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,56
181,16/03/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",29,56
181,18/03/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,58
181,20/03/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",29,59
181,24/03/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,61
181,27/03/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",28,61
181,30/03/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,61
181,6/4/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,59
181,8/4/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",28,55
181,10/4/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,56
181,13/04/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",29,56
181,20/04/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,58
181,22/04/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",29,59
181,24/04/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,61
181,27/04/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",28,61
181,29/04/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,61
181,5/5/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,56
181,8/5/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,51
181,11/5/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,56
181,13/05/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,53
181,16/05/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",23,54
181,19/05/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,59
181,22/05/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,58
181,25/05/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,57
181,28/05/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,58
181,1/6/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",24,54
181,5/6/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,49
181,12/6/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",24,53
181,15/06/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,50
181,18/06/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",22,51
181,22/06/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,55
181,24/06/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",24,55
181,26/06/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",24,53
181,29/06/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",24,55
181,1/7/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,59
181,6/7/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,54
181,10/7/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,58
181,16/07/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,55
181,20/07/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,56
181,22/07/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,60
181,24/07/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,60
181,27/07/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,58
181,29/07/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,60
181,3/8/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,59
181,5/8/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,56
181,7/8/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,59
181,11/8/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,56
181,13/08/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,58
181,19/08/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,59
181,21/08/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,59
181,24/08/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,58
181,26/08/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,59
181,3/9/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,57
181,7/9/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,54
181,10/9/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,60
181,15/09/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,56
181,17/09/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",28,56
181,19/09/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,58
181,22/09/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,59
181,25/09/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,57
181,29/09/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,55
181,3/10/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,55
181,6/10/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,54
181,8/10/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,57
181,12/10/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,54
181,15/10/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,54
181,19/10/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,56
181,21/10/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,57
181,28/10/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,55
181,30/10/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,53
181,5/11/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,57
181,10/11/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,59
181,12/11/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,55
181,16/11/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,54
181,19/11/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,53
181,21/11/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,55
181,24/11/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,56
181,26/11/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,55
181,28/11/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,52
181,1/12/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,54
181,5/12/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",25,53
181,11/12/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,56
181,14/12/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,56
181,16/12/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,57
181,18/12/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,55
181,21/12/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",28,57
181,26/12/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",26,56
181,30/12/2015,Kerala,Thiruvananthapuram,"SMV School, Thiruvananthapuram",27,56
187,1/1/2015,Kerala,Kottayam,Kottayam,23,78
187,6/1/2015,Kerala,Kottayam,Kottayam,24,83
187,8/1/2015,Kerala,Kottayam,Kottayam,23,91
187,13/01/2015,Kerala,Kottayam,Kottayam,22,84
187,15/01/2015,Kerala,Kottayam,Kottayam,22,83
187,17/01/2015,Kerala,Kottayam,Kottayam,24,92
187,20/01/2015,Kerala,Kottayam,Kottayam,22,94
187,22/01/2015,Kerala,Kottayam,Kottayam,22,84
187,27/01/2015,Kerala,Kottayam,Kottayam,22,63
187,29/01/2015,Kerala,Kottayam,Kottayam,22,84
187,2/2/2015,Kerala,Kottayam,Kottayam,23,93
187,4/2/2015,Kerala,Kottayam,Kottayam,22,74
187,6/2/2015,Kerala,Kottayam,Kottayam,23,93
187,10/2/2015,Kerala,Kottayam,Kottayam,23,129
187,12/2/2015,Kerala,Kottayam,Kottayam,22,140
187,16/02/2015,Kerala,Kottayam,Kottayam,23,121
187,19/02/2015,Kerala,Kottayam,Kottayam,21,67
187,23/02/2015,Kerala,Kottayam,Kottayam,21,131
187,25/02/2015,Kerala,Kottayam,Kottayam,21,86
187,27/02/2015,Kerala,Kottayam,Kottayam,21,70
187,2/3/2015,Kerala,Kottayam,Kottayam,22,83
187,4/3/2015,Kerala,Kottayam,Kottayam,23,88
187,6/3/2015,Kerala,Kottayam,Kottayam,23,59
187,10/3/2015,Kerala,Kottayam,Kottayam,27,94
187,12/3/2015,Kerala,Kottayam,Kottayam,22,89
187,14/03/2015,Kerala,Kottayam,Kottayam,23,121
187,17/03/2015,Kerala,Kottayam,Kottayam,22,106
187,19/03/2015,Kerala,Kottayam,Kottayam,25,87
187,24/03/2015,Kerala,Kottayam,Kottayam,23,77
187,28/03/2015,Kerala,Kottayam,Kottayam,23,104
187,2/4/2015,Kerala,Kottayam,Kottayam,22,60
187,6/4/2015,Kerala,Kottayam,Kottayam,23,68
187,8/4/2015,Kerala,Kottayam,Kottayam,23,84
187,10/4/2015,Kerala,Kottayam,Kottayam,22,48
187,14/04/2015,Kerala,Kottayam,Kottayam,21,63
187,18/04/2015,Kerala,Kottayam,Kottayam,21,85
187,20/04/2015,Kerala,Kottayam,Kottayam,23,42
187,22/04/2015,Kerala,Kottayam,Kottayam,22,65
187,24/04/2015,Kerala,Kottayam,Kottayam,23,61
187,28/04/2015,Kerala,Kottayam,Kottayam,20,79
187,2/6/2015,Kerala,Kottayam,Kottayam,23,88
187,4/6/2015,Kerala,Kottayam,Kottayam,21,54
187,6/6/2015,Kerala,Kottayam,Kottayam,23,87
187,10/6/2015,Kerala,Kottayam,Kottayam,22,73
187,12/6/2015,Kerala,Kottayam,Kottayam,23,61
187,16/06/2015,Kerala,Kottayam,Kottayam,22,49
187,18/06/2015,Kerala,Kottayam,Kottayam,23,74
187,22/06/2015,Kerala,Kottayam,Kottayam,21,33
187,26/06/2015,Kerala,Kottayam,Kottayam,23,58
187,29/06/2015,Kerala,Kottayam,Kottayam,22,33
187,2/7/2015,Kerala,Kottayam,Kottayam,23,58
187,8/7/2015,Kerala,Kottayam,Kottayam,20,33
187,15/07/2015,Kerala,Kottayam,Kottayam,21,27
187,17/07/2015,Kerala,Kottayam,Kottayam,21,34
187,20/07/2015,Kerala,Kottayam,Kottayam,23,48
187,22/07/2015,Kerala,Kottayam,Kottayam,22,43
187,24/07/2015,Kerala,Kottayam,Kottayam,22,44
187,26/07/2015,Kerala,Kottayam,Kottayam,21,31
187,28/07/2015,Kerala,Kottayam,Kottayam,23,50
187,31/07/2015,Kerala,Kottayam,Kottayam,22,51
187,2/8/2015,Kerala,Kottayam,Kottayam,20,54
187,4/8/2015,Kerala,Kottayam,Kottayam,21,54
187,6/8/2015,Kerala,Kottayam,Kottayam,21,59
187,9/8/2015,Kerala,Kottayam,Kottayam,21,46
187,11/8/2015,Kerala,Kottayam,Kottayam,22,48
187,14/08/2015,Kerala,Kottayam,Kottayam,20,38
187,16/08/2015,Kerala,Kottayam,Kottayam,22,53
187,18/08/2015,Kerala,Kottayam,Kottayam,21,58
187,23/08/2015,Kerala,Kottayam,Kottayam,21,50
187,29/08/2015,Kerala,Kottayam,Kottayam,21,46
187,1/9/2015,Kerala,Kottayam,Kottayam,20,46
187,4/9/2015,Kerala,Kottayam,Kottayam,20,45
187,8/9/2015,Kerala,Kottayam,Kottayam,19,31
187,13/09/2015,Kerala,Kottayam,Kottayam,19,51
187,15/09/2015,Kerala,Kottayam,Kottayam,20,32
187,17/09/2015,Kerala,Kottayam,Kottayam,19,31
187,19/09/2015,Kerala,Kottayam,Kottayam,20,43
187,21/09/2015,Kerala,Kottayam,Kottayam,21,48
187,23/09/2015,Kerala,Kottayam,Kottayam,21,47
187,29/09/2015,Kerala,Kottayam,Kottayam,20,33
187,1/10/2015,Kerala,Kottayam,Kottayam,19,39
187,7/10/2015,Kerala,Kottayam,Kottayam,19,42
187,11/10/2015,Kerala,Kottayam,Kottayam,18,34
187,13/10/2015,Kerala,Kottayam,Kottayam,18,32
187,15/10/2015,Kerala,Kottayam,Kottayam,19,52
187,18/10/2015,Kerala,Kottayam,Kottayam,18,35
187,21/10/2015,Kerala,Kottayam,Kottayam,18,33
187,24/10/2015,Kerala,Kottayam,Kottayam,19,50
187,27/10/2015,Kerala,Kottayam,Kottayam,19,41
187,29/10/2015,Kerala,Kottayam,Kottayam,19,38
187,1/11/2015,Kerala,Kottayam,Kottayam,19,58
187,3/11/2015,Kerala,Kottayam,Kottayam,18,40
187,9/11/2015,Kerala,Kottayam,Kottayam,19,37
187,12/11/2015,Kerala,Kottayam,Kottayam,19,33
187,14/11/2015,Kerala,Kottayam,Kottayam,19,48
187,16/11/2015,Kerala,Kottayam,Kottayam,19,43
187,19/11/2015,Kerala,Kottayam,Kottayam,20,43
187,24/11/2015,Kerala,Kottayam,Kottayam,19,35
187,26/11/2015,Kerala,Kottayam,Kottayam,19,47
187,28/11/2015,Kerala,Kottayam,Kottayam,18,51
187,1/12/2015,Kerala,Kottayam,Kottayam,18,49
187,3/12/2015,Kerala,Kottayam,Kottayam,19,40
187,5/12/2015,Kerala,Kottayam,Kottayam,19,49
187,9/12/2015,Kerala,Kottayam,Kottayam,18,43
187,11/12/2015,Kerala,Kottayam,Kottayam,19,55
187,15/12/2015,Kerala,Kottayam,Kottayam,19,47
187,17/12/2015,Kerala,Kottayam,Kottayam,19,47
187,19/12/2015,Kerala,Kottayam,Kottayam,18,34
187,22/12/2015,Kerala,Kottayam,Kottayam,18,29
187,29/12/2015,Kerala,Kottayam,Kottayam,18,28
311,11/1/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",6,53
311,15/01/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",6,45
311,18/01/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",6,37
311,20/01/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",6,54
311,21/01/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",13,41
311,23/01/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",5,45
311,25/01/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",6,38
311,26/01/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",7,42
311,27/01/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",7,45
311,28/01/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",7,45
311,1/2/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",7,40
311,6/2/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",7,57
311,8/2/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",7,39
311,14/02/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",7,27
311,15/02/2015,Kerala,Palakkad,"M/S Carborandum Universal Ltd. P.B. NO. 1, KanjIkode West P.O. Palakad",22,37
