STN_CODE,SAMPLING_DATE,STATE,CITYTOWNVILLAGEAREA,LOCATION_OF_MONITORING_STATION,NO2,RSPM_PM10,SO2,SPM
655,9/11/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",39.3,48.33333333,4.6,96.66666667
655,14/09/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",45,41,6,91
655,17/09/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",44.7,27.33333333,4.6,58.66666667
655,20/09/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",41.8,46.33333333,5.9,86.66666667
655,23/09/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",52.2,52.33333333,9.8,121
655,26/09/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",53.3,64,6.2,118.6666667
655,29/09/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",51.1,95.33333333,5.8,188.6666667
655,10/4/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",58.8,91.66666667,10.8,167.6666667
655,10/7/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",48.1,47,9.5,88.33333333
655,10/10/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",55.1,85,9,162
655,13/10/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",60.3,107.3333333,8.1,214
655,19/10/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",64.7,120.3333333,12.6,190.6666667
655,22/10/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",52.2,102,8.6,183.6666667
655,25/10/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",60.9,97.66666667,11.2,171.3333333
655,28/10/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",69.2,109.3333333,9.3,153.6666667
655,11/1/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",71.6,102.6666667,12.9,181.6666667
655,11/4/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",68,121.3333333,11.7,204.3333333
655,11/7/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",70.4,126.6666667,10.8,199
655,11/10/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",56.5,141.3333333,12.3,235
655,15/11/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",72,145.6666667,9.2,252
655,18/11/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",69.2,154.3333333,10.1,239.3333333
655,23/11/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",67.6,160.3333333,11.3,284.3333333
655,27/11/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",81.8,216,9.8,348
655,12/1/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",79.3,144.3333333,11.4,293.3333333
655,12/4/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",65.5,176.6666667,10.1,288.3333333
655,12/7/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",68.9,159,14.3,264.6666667
655,12/11/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",68.4,164,11,275.3333333
655,14/12/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",71.4,192.3333333,12.8,327.3333333
655,17/12/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",66.4,142,12.2,279
655,20/12/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",74.1,185.3333333,13.2,307.3333333
655,23/12/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",81.4,176.6666667,14.1,321.6666667
655,26/12/2010,West Bengal,Barrackpore,"Barrackpore, Barrackpore",70.1,225,12.3,369
653,1/4/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",114.5,289.6666667,20.2,522.3333333
653,1/7/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",130,223.3333333,13,417
653,1/10/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",136.5,232,20.9,437.6666667
653,13/01/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",114.1,172.3333333,14.9,336.6666667
653,19/01/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",120.6,213.6666667,17.8,403.3333333
653,23/01/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",112.8,224,13.8,415.6666667
653,27/01/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",117.6,210,12.6,421.3333333
653,30/01/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",121.3,225,14.8,433
653,2/3/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",118.3,195.6666667,13.9,432.6666667
653,2/6/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",122.8,219.3333333,14.3,453.6666667
653,2/9/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",125.7,270.6666667,15.7,484
653,2/12/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",114.7,205,17.5,425
653,15/02/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",131.6,191,16.9,361.3333333
653,18/02/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",146.4,171.6666667,25.3,317
653,21/02/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",113.2,168.3333333,16.4,371.6666667
653,24/02/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",104.7,181.6666667,14.5,439
653,3/1/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",102.1,165.3333333,12.6,364
653,3/4/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",104.2,143.3333333,14.2,375
653,3/7/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",115,190.6666667,18.3,365.6666667
653,3/10/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",109.6,199.6666667,16.9,421.6666667
653,16/03/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",89.3,139.6666667,10.4,361
653,19/03/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",106.7,167,11,380
653,22/03/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",91.8,159,13.1,405.6666667
653,25/03/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",115.8,118.6666667,17.4,363.3333333
653,30/03/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",94.7,123.6666667,13.6,297.6666667
653,4/2/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",71.3,119.3333333,10.5,289
653,4/5/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",77.4,110.3333333,16.2,265.6666667
653,4/8/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",78,120.6666667,8.6,293.3333333
653,4/11/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",82.5,128.6666667,12.1,300.3333333
653,15/04/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",88.5,148,11,349.3333333
653,21/04/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",75.2,180,13.5,327
653,24/04/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",64.9,99.33333333,10.4,288
653,28/04/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",71.5,112.3333333,12.2,277
653,30/04/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",61.5,117.3333333,8.6,261.6666667
653,5/5/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",67.3,74,6.8,206.6666667
653,5/8/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",77.6,151.3333333,8.2,298.3333333
653,5/11/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",84.1,97,7.9,275
653,14/05/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",64.4,102.3333333,6.7,263.3333333
653,17/05/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",79.7,82.33333333,10,237.3333333
653,20/05/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",75.4,91.33333333,8,225
653,23/05/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",80.8,68.33333333,8.9,211
653,26/05/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",65.1,88.33333333,6,230.3333333
653,6/3/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",66.2,84.66666667,8.6,216.3333333
653,6/8/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",65.6,81,7.6,209.3333333
653,6/11/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",61.6,76.33333333,8.3,181.6666667
653,16/06/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",55,62.66666667,7.7,177
653,19/06/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",70,78,8.9,166
653,23/06/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",65.6,66.66666667,8.5,156.3333333
653,26/06/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",54.6,63.33333333,7,147
653,28/06/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",52.8,58.33333333,7.2,135.6666667
653,7/1/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",48.8,55,7.3,115.3333333
653,7/4/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",51.9,64,6.5,153
653,7/7/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",42.7,61,10.5,111.6666667
653,7/12/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",46.7,57.66666667,7,107
653,15/07/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",49.8,53,7.6,116.6666667
653,20/07/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",51.6,67.33333333,10.3,145.3333333
653,24/07/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",43,41,6.5,97
653,27/07/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",40.5,51,7.5,122
653,30/07/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",44.2,51.33333333,6,93.66666667
653,8/4/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",42,53.66666667,8.3,110.3333333
653,8/7/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",49.5,57.66666667,9,129.6666667
653,8/10/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",52.9,70.66666667,7,160.3333333
653,13/08/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",45.4,40.66666667,7.6,106.6666667
653,16/08/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",51.1,60.33333333,8.2,136.3333333
653,19/08/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",48.1,45.33333333,7.5,101.6666667
653,24/08/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",49.8,63.33333333,11.1,110.3333333
653,27/08/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",54.4,51,8.1,123
653,31/08/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",57.8,64.66666667,7.6,132
653,9/3/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",55.1,57,7.9,137.6666667
653,9/8/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",47.7,52,9.1,94.66666667
653,9/11/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",41,60,6.2,111
653,14/09/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",52.8,48.33333333,8.7,105
653,17/09/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",51.4,33.66666667,7.8,70.33333333
653,20/09/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",49.6,52,8.3,103
653,23/09/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",62.9,97.33333333,7.2,175
653,26/09/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",49.9,76.33333333,8.2,151.6666667
653,29/09/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",57,98.33333333,7.2,193.6666667
653,10/4/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",65.1,115.6666667,12.2,216.6666667
653,10/7/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",53.6,50.66666667,8.3,98
653,10/10/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",61.8,94.33333333,10,188
653,13/10/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",64.4,112.6666667,10.4,220.3333333
653,19/10/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",52.5,82.66666667,14.8,180.6666667
653,22/10/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",61,114.6666667,7.7,211.6666667
653,25/10/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",62,87,11.9,155.3333333
653,28/10/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",74.4,111.6666667,10.7,172.3333333
653,11/1/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",72.4,111,10.8,187.3333333
653,11/4/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",69.2,102.6666667,13.1,197.6666667
653,11/7/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",66,115.3333333,14.3,208
653,11/10/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",63.6,125.3333333,11.3,258.6666667
653,15/11/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",64.8,155.6666667,10.8,288
653,18/11/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",72,168.3333333,11.9,276.3333333
653,23/11/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",78.9,147,10.5,264.6666667
653,27/11/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",82.6,175.6666667,12,288.6666667
653,12/4/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",70.9,165,11.3,271.3333333
653,12/7/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",73.9,126.6666667,12.3,244
653,12/11/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",73.4,160.3333333,13,267.3333333
653,14/12/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",76.4,167,14.3,312
653,17/12/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",81.8,177,15.9,325
653,20/12/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",77.2,180.6666667,14.9,339.3333333
653,23/12/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",83,214.3333333,13.8,389.6666667
653,26/12/2010,West Bengal,Barrackpore,"Dum Dum, Barrackpore",79.2,244.6666667,15.1,383.3333333
654,1/4/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",107.2,315.6666667,24.9,486.6666667
654,1/7/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",125.8,283.6666667,24.4,491.6666667
654,1/10/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",131.4,236.3333333,28.2,448
654,13/01/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",123.6,242.6666667,23.1,382
654,19/01/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",156.4,238.6666667,20.2,427
654,23/01/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",119.8,254,25.6,441.6666667
654,27/01/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",149.8,235,23.6,409.3333333
654,30/01/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",142,215.6666667,18.9,418.3333333
654,2/3/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",84.3,263.3333333,23.6,446
654,2/6/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",111.3,207,20.8,421.6666667
654,2/9/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",133.9,257,19.2,435
654,2/12/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",125.7,170,13.9,380
654,15/02/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",135.4,161.3333333,24.2,342.3333333
654,18/02/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",142,156,20.6,325.3333333
654,21/02/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",125,212.6666667,21.1,394.3333333
654,24/02/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",126.1,203.3333333,16.5,416.6666667
654,3/1/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",127,219.6666667,29.4,408.6666667
654,3/4/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",112.5,202.6666667,20.9,387.3333333
654,3/7/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",98,216.3333333,18.3,360.3333333
654,3/10/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",114.2,174.6666667,23.8,401.3333333
654,16/03/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",101.3,136.6666667,14.6,328.3333333
654,19/03/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",118.7,204.6666667,14.9,350.3333333
654,22/03/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",105,215.6666667,16.1,407.6666667
654,25/03/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",128.7,151,22.1,380
654,30/03/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",91.7,145.6666667,21.1,324.6666667
654,4/2/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",78.6,162.6666667,15.4,309.6666667
654,4/5/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",85.3,107,22.4,252.6666667
654,4/8/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",92,156.3333333,16.5,299
654,4/11/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",90.4,109.6666667,14.5,278.3333333
654,15/04/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",88.9,166,16.1,367.6666667
654,21/04/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",86.2,143.3333333,17.9,296
654,24/04/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",69.1,134.3333333,13.5,304.3333333
654,28/04/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",79,119.3333333,16.2,289.6666667
654,30/04/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",74.7,123.6666667,19.3,254.3333333
654,5/5/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",70.8,91.33333333,9.3,219
654,5/8/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",76.9,188.3333333,8.9,310
654,5/11/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",73.7,124.3333333,9.6,266.6666667
654,14/05/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",80.1,135,13,259.3333333
654,17/05/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",87.5,105.3333333,14.1,217
654,20/05/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",74.7,83.66666667,12.7,207
654,23/05/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",64.4,96.66666667,11.3,178.3333333
654,26/05/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",61.2,90,8.2,187.3333333
654,6/3/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",77.6,101,10.1,213.3333333
654,6/8/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",70,116,12.8,222.3333333
654,6/11/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",69.7,94.33333333,13.1,192
654,16/06/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",66,102.6666667,6.8,213.6666667
654,19/06/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",71.1,65.33333333,10.1,142
654,23/06/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",60.1,74,7,164
654,26/06/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",62.7,69.33333333,8.3,146.3333333
654,28/06/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",53.9,76,8.9,142.3333333
654,7/1/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",54.7,61.66666667,7.7,132.3333333
654,7/4/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",56.6,77.33333333,8,158.3333333
654,7/7/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",48.2,71,13.8,136.6666667
654,7/12/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",51.9,59.66666667,11.6,127
654,15/07/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",58.7,49,9.5,110.6666667
654,20/07/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",54.7,71.66666667,13,164
654,24/07/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",41.7,36,9.6,83.66666667
654,27/07/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",51,42.33333333,8.2,102
654,30/07/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",50.7,48.33333333,6.9,91.33333333
654,8/4/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",44.8,50,11.5,104.6666667
654,8/7/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",53.5,54.33333333,9.9,116.3333333
654,8/10/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",58.1,75,9,150.6666667
654,13/08/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",49.2,56.33333333,8.5,125
654,16/08/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",53.8,62.66666667,9.1,121.3333333
654,19/08/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",60.5,49.66666667,10,116.6666667
654,24/08/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",47.4,72,8.7,122.6666667
654,27/08/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",56.8,55.66666667,11.6,119
654,31/08/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",61.2,61.33333333,9.4,124
654,9/3/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",57.5,62.66666667,10.5,117.3333333
654,9/8/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",45.4,47.66666667,10,108.6666667
654,9/11/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",42.7,51.66666667,8.8,125.6666667
654,14/09/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",54.1,56.66666667,9.4,135
654,17/09/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",55.8,31.33333333,8.5,65
654,20/09/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",57.9,48.66666667,9.8,92.33333333
654,23/09/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",54,77.66666667,10.1,139
654,26/09/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",59.2,109,7.3,160.3333333
654,29/09/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",61,128.3333333,8.7,250.6666667
654,10/4/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",62.1,108,13,210
654,10/7/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",50.3,39.33333333,9.2,91.33333333
654,10/10/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",68.8,97.33333333,11.2,178.3333333
654,13/10/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",69.9,93,13.2,172.6666667
654,19/10/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",61.8,65.33333333,13.8,167
654,22/10/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",66.2,119.3333333,8.3,209.3333333
654,25/10/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",69.6,109,13.3,179.6666667
654,28/10/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",71.6,117,14,192
654,11/1/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",57.3,126.3333333,14.7,193
654,11/4/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",71.6,131.3333333,16.9,222.6666667
654,11/7/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",75.6,113.3333333,15.9,212
654,11/10/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",67.2,136,13.4,240.6666667
654,15/11/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",70,165,11.2,278.3333333
654,18/11/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",66.4,159.3333333,9.3,245.3333333
654,23/11/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",72.2,151.3333333,12,273.3333333
654,27/11/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",94.3,187.6666667,14.2,320.6666667
654,12/1/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",81.8,195,13.8,344
654,12/4/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",75.5,160.6666667,13.2,279.3333333
654,12/7/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",80.1,151.6666667,16.7,269.6666667
654,12/11/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",78.9,175.3333333,17.1,293
654,14/12/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",86.5,181.6666667,15.8,352.3333333
654,17/12/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",85.5,201,19,343
654,20/12/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",90.1,206,16.1,332
654,23/12/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",104.3,252.3333333,17.5,433
654,26/12/2010,West Bengal,Barrackpore,"Khardah, Barrackpore",88.2,234.3333333,16.7,375.6666667
591,1/2/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",79.2,317.3333333,10.9,644.3333333
591,1/4/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",80.8,324.3333333,11.2,657.3333333
591,1/9/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",85.8,266.6666667,9.7,554.6666667
591,13/01/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",86.1,340.3333333,9.9,699
591,15/01/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",83.7,223.3333333,8.9,486
591,17/01/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",80.6,238,9.3,490
591,22/01/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",81.7,230,8.6,467
591,26/01/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",79.4,214.6666667,8.3,450.6666667
591,28/01/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",81.7,242.3333333,9.3,512.3333333
591,2/1/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",83.5,226,8.6,472.6666667
591,2/3/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",83.2,250,8.4,514.3333333
591,2/11/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",84,276.3333333,8.8,562
591,13/02/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",75.8,209.3333333,8.4,435.3333333
591,16/02/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",75,183.3333333,8.1,392.3333333
591,19/02/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",77.3,177,8.6,382.6666667
591,21/02/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",79.1,179,9.1,385
591,23/02/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",78.4,214.3333333,9.5,452
591,3/3/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",72.9,159,8.8,352.6666667
591,3/5/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",73.6,144.3333333,8.4,319.3333333
591,3/8/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",75.1,177.6666667,8.8,377.6666667
591,13/03/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",75.6,145.6666667,7.7,313.6666667
591,16/03/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",74.3,241,8.6,496.3333333
591,18/03/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",76.4,186.3333333,8.6,394.3333333
591,21/03/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",76,142,8.1,313
591,25/03/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",73,103.6666667,8.3,238.3333333
591,29/03/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",69.3,103,7.4,225.3333333
591,4/3/2010,West Bengal,Durgapur,"DMC Water Works, Angadpur",67.3,96,7.7,216.3333333
